Area,Region,Market,Zip, pct College Degree or more,pct Asian, pct AA, pct Hispanic,pct Hispanic & AA, Hispanic & AA Pops, $ Median HH Income, Total Households, Total Pops, Avg HH Size
East,Great Lakes,East Michigan,48867,15.5,0.6,0.8,3.9,4.7,1287,44724,10992,27385,2.5
East,Great Lakes,West Michigan,48906,20,3.3,14.3,15.8,30.1,8143,41392,10731,27053,2.5
East,Great Lakes,West Michigan,48910,25.9,4.6,18.2,11.5,29.7,10253,39323,15197,34521,2.3
East,Great Lakes,West Michigan,48911,19.5,5.8,30.3,11.9,42.2,17433,41189,16712,41310,2.5
East,Great Lakes,West Michigan,48912,30,3.8,15.7,12.3,28,4894,37205,7751,17480,2.3
East,Great Lakes,West Michigan,48915,24.4,2.4,33.1,14.6,47.7,4563,38831,3787,9567,2.5
East,Great Lakes,West Michigan,48917,33,4.8,14.6,8.6,23.2,7454,62186,14517,32131,2.2
East,Great Lakes,West Michigan,48933,34.9,7.2,23.3,10.1,33.4,724,16674,1416,2167,1.5
East,Great Lakes,West Michigan,49001,25.2,0.8,22.3,13.3,35.6,8085,35139,9156,22711,2.5
East,Great Lakes,West Michigan,49002,31.3,3,4.1,3.4,7.5,1469,52794,8342,19582,2.3
East,Great Lakes,West Michigan,49006,43.2,3.8,13.8,5.2,19,5451,32811,10641,28691,2.7
East,Great Lakes,West Michigan,49007,20,0.9,46,5.4,51.4,5838,23895,4602,11358,2.5
East,Great Lakes,West Michigan,49008,48.7,1.9,10.6,4.4,15,2266,45926,7030,15108,2.1
East,Great Lakes,West Michigan,49010,13.8,0.6,2.3,3,5.3,942,53098,6819,17780,2.6
East,Great Lakes,West Michigan,49014,14.9,1.2,8.4,6.8,15.2,3290,51013,8218,21642,2.6
East,Great Lakes,West Michigan,49015,25.7,5.4,6.6,5.8,12.4,3280,56733,10912,26448,2.4
East,Great Lakes,West Michigan,49017,17.7,0.8,12.1,4.3,16.4,3547,53107,8844,21629,2.4
East,Great Lakes,West Michigan,49022,12.7,0.5,56.1,5.6,61.7,19211,29463,12159,31136,2.6
East,Great Lakes,West Michigan,49024,44.1,6.1,5.5,3.8,9.3,2749,63120,12083,29558,2.4
East,Great Lakes,West Michigan,49036,14.8,0.9,3.3,4.9,8.2,1921,49047,8889,23424,2.6
East,Great Lakes,West Michigan,49037,10.1,3.2,26.5,5.6,32.1,6931,34238,8572,21592,2.5
East,Great Lakes,West Michigan,49045,14,0.6,1.9,11,12.9,773,42470,2141,5990,2.8
East,Great Lakes,West Michigan,49047,13.3,0.7,7.1,7.1,14.2,2009,45220,5515,14148,2.6
East,Great Lakes,West Michigan,49048,19.9,1.6,19,5.8,24.8,6410,44504,10071,25848,2.6
East,Great Lakes,West Michigan,49058,14.8,0.4,0.4,2.8,3.2,611,56365,7290,19095,2.6
East,Great Lakes,West Michigan,49079,24.5,0.7,1.4,5.2,6.6,891,55874,5216,13499,2.6
East,Great Lakes,West Michigan,49080,23.2,0.7,1.3,2.9,4.2,668,60170,6039,15897,2.6
East,Great Lakes,West Michigan,49090,22,0.6,9.1,9.8,18.9,2596,47044,5663,13734,2.4
East,Great Lakes,West Michigan,49091,13.1,1,1.1,17.4,18.5,3657,44400,7513,19767,2.6
East,Great Lakes,West Michigan,49093,15.5,0.8,6.7,4,10.7,1922,48119,7166,17961,2.5
East,Great Lakes,West Michigan,49120,17.1,0.7,6.2,5.2,11.4,4248,46310,14960,37267,2.5
East,Great Lakes,East Michigan,49201,17.4,0.9,10.9,3.4,14.3,6530,51159,15337,45663,3
East,Great Lakes,East Michigan,49202,11.7,1.3,9.5,5.9,15.4,3156,35765,8867,20492,2.3
East,Great Lakes,East Michigan,49221,17.3,0.7,5.9,13.5,19.4,7898,43037,14062,40710,2.9
East,Great Lakes,East Michigan,49224,17.8,1,21.1,5.2,26.3,3541,39770,4763,13463,2.8
East,Great Lakes,East Michigan,49242,17.2,0.7,0.9,2.2,3.1,476,45510,5629,15363,2.7
East,Great Lakes,East Michigan,49250,12.8,0.6,1.2,2.5,3.7,217,49064,2222,5877,2.6
East,Great Lakes,West Michigan,49307,24.7,2,5.3,2.8,8.1,1613,37647,6779,19916,2.9
East,Great Lakes,West Michigan,49319,17.6,0.6,0.5,2.8,3.3,559,59085,5930,16930,2.9
East,Great Lakes,West Michigan,49321,21.9,1.2,5.5,11.4,16.9,2850,53011,6590,16865,2.6
East,Great Lakes,West Michigan,49327,12.7,0.3,0.4,12.6,13,1076,47908,2795,8280,3
East,Great Lakes,West Michigan,49337,14.4,0.4,0.4,6.2,6.6,794,46688,4808,12027,2.5
East,Great Lakes,West Michigan,49345,18.2,0.5,0.6,4.4,5,712,56367,5261,14243,2.7
East,Great Lakes,West Michigan,49348,17.7,0.6,0.3,2.9,3.2,412,60077,4684,12872,2.7
East,Great Lakes,West Michigan,49349,8.7,0.4,2.8,3.4,6.2,500,39208,3196,8068,2.5
East,Great Lakes,West Michigan,49412,19.4,0.8,0.6,4.2,4.8,540,46673,4237,11256,2.7
East,Great Lakes,West Michigan,49418,33.7,2.9,2.1,6.1,8.2,2350,66300,10661,28654,2.7
East,Great Lakes,West Michigan,49423,30.1,3.3,3.6,20.6,24.2,11378,56348,17479,47018,2.7
East,Great Lakes,West Michigan,49424,28.7,8,2.9,22.4,25.3,12069,65972,17135,47705,2.8
East,Great Lakes,West Michigan,49428,31.4,1.4,1.1,3,4.1,1086,66366,9881,26485,2.7
East,Great Lakes,West Michigan,49431,22,0.8,1.1,5.5,6.6,1136,45069,7216,17217,2.4
East,Great Lakes,West Michigan,49441,25,1.2,8.9,5.5,14.4,5149,47784,15119,35760,2.4
East,Great Lakes,West Michigan,49442,7.4,0.4,23.9,8.4,32.3,14861,34276,15902,46009,2.9
East,Great Lakes,West Michigan,49444,12.3,0.7,33.7,4.9,38.6,10310,37790,10033,26711,2.7
East,Great Lakes,West Michigan,49503,29.4,1.4,18.9,23.6,42.5,16213,33795,15520,38149,2.5
East,Great Lakes,West Michigan,49504,25,1,6.7,18.4,25.1,10539,44954,16331,41989,2.6
East,Great Lakes,West Michigan,49505,29.3,2.6,14.5,6.5,21,6912,49776,13596,32912,2.4
East,Great Lakes,West Michigan,49507,21.4,1,40.3,29.5,69.8,26552,41630,12183,38040,3.1
East,Great Lakes,West Michigan,49508,33.3,7.5,22.5,8,30.5,12292,58625,15390,40301,2.6
East,Great Lakes,West Michigan,49509,14,3.5,7.9,30.1,38,10471,45793,9868,27556,2.8
East,Great Lakes,West Michigan,49512,39.5,10.8,17.5,8.9,26.4,4352,50086,7537,16485,2.2
East,Great Lakes,West Michigan,49519,23.3,2.9,8.1,17.4,25.5,7496,50827,11815,29397,2.5
East,Great Lakes,West Michigan,49525,36.8,2.5,3.2,2.6,5.8,1692,66780,11251,29179,2.6
East,Great Lakes,West Michigan,49534,27.2,1.5,1.6,3,4.6,1050,64581,9104,22834,2.5
East,Great Lakes,West Michigan,49544,22.8,4.1,4.3,6.9,11.2,1027,46393,3784,9166,2.4
East,Great Lakes,West Michigan,49546,50.1,6.1,9,3.3,12.3,4165,74790,13007,33858,2.6
East,Great Lakes,West Michigan,49548,12.1,5.3,9.8,16.1,25.9,8527,43153,12503,32922,2.6
East,Great Lakes,West Michigan,49601,20.4,0.9,0.8,1.9,2.7,582,42832,8799,21573,2.5
East,Great Lakes,West Michigan,49684,35.7,0.9,0.6,2.7,3.3,715,59865,9605,21669,2.3
East,Great Lakes,West Michigan,49686,35.5,0.8,0.7,3.2,3.9,950,56781,10919,24350,2.2
East,Great Lakes,West Michigan,49735,20.4,0.9,0.7,1.8,2.5,489,49520,7741,19558,2.5
East,Great Lakes,West Michigan,49770,31.5,0.7,0.9,2,2.9,497,52971,7112,17155,2.4
East,Great Lakes,West Michigan,49802,15.6,0.7,0.7,1.5,2.2,136,42717,2671,6175,2.3
East,Great Lakes,West Michigan,49829,18.9,0.5,0.5,1.4,1.9,325,39661,7330,17115,2.3
East,Great Lakes,West Michigan,49849,21.2,0.4,0.2,0.9,1.1,133,46508,5143,12133,2.4
East,Great Lakes,West Michigan,49854,13.3,0.2,0.4,1,1.4,89,40717,2723,6352,2.3
East,Great Lakes,West Michigan,49855,36.6,0.9,3,1.7,4.7,1578,46569,13521,33572,2.5
East,Great Lakes,West Michigan,49895,15.2,0.5,29.6,1.1,30.7,461,49059,390,1501,3.8
East,Great Lakes,West Michigan,49931,45,9.6,1.7,2.5,4.2,417,35234,3105,9932,3.2
East,Great Lakes,West Michigan,49935,15.5,0.4,0.4,2.2,2.6,174,36991,3204,6684,2.1
West,Midwest,Central Iowa,50009,27.8,1.3,1.2,3.2,4.4,865,71361,7460,19654,2.6
West,Midwest,Central Iowa,50010,55.9,12.3,3.5,3,6.5,2061,51579,13781,31712,2.3
West,Midwest,Central Iowa,50023,44,2.3,1.3,2.4,3.7,1308,79486,13196,35358,2.7
West,Midwest,East Iowa,50112,26.7,3,2.6,3.9,6.5,736,54418,4371,11321,2.6
West,Midwest,Central Iowa,50129,19.5,0.5,0.2,3.3,3.5,175,52326,2165,5011,2.3
West,Midwest,East Iowa,50158,18.9,4.2,2.2,26.8,29,9173,50319,12027,31632,2.6
West,Midwest,East Iowa,50208,18.2,0.7,2.7,2.6,5.3,1093,48267,8242,20632,2.5
West,Midwest,Central Iowa,50263,50.1,4.3,1.6,3.1,4.7,929,90186,7372,19765,2.7
West,Midwest,Central Iowa,50266,53.4,9.1,4.9,4.6,9.5,2911,74750,13586,30641,2.3
West,Midwest,Central Iowa,50310,32.3,5.5,11.5,6.7,18.2,5663,57457,13410,31118,2.3
West,Midwest,Central Iowa,50311,35.3,5.3,11.8,11.4,23.2,3646,44001,6046,15714,2.6
West,Midwest,Central Iowa,50313,16.2,3.9,9.4,11.6,21,3797,52031,6892,18079,2.6
West,Midwest,Central Iowa,50314,14.2,9.8,33.8,24.2,58,7647,29450,4483,13184,2.9
West,Midwest,Central Iowa,50315,14.3,3.7,7.3,14.6,21.9,8629,47338,15619,39400,2.5
West,Midwest,Central Iowa,50316,11.8,6.5,16,28.5,44.5,7772,36970,6070,17465,2.9
West,Midwest,Central Iowa,50317,10.8,3.4,5.4,11.1,16.5,6310,46777,14913,38242,2.6
West,Midwest,Central Iowa,50320,20,9.5,9.1,16,25.1,5312,58120,7705,21165,2.7
West,Midwest,Central Iowa,50321,35.4,2.6,10,9.1,19.1,1587,63763,3415,8309,2.4
West,Midwest,Central Iowa,50325,53.8,5.3,2.3,8,10.3,1773,106256,6403,17212,2.7
West,Midwest,Central Iowa,50401,20.4,1,1.9,5.7,7.6,2228,49325,12819,29320,2.3
West,Midwest,Central Iowa,50436,20.6,1.2,2.4,3.2,5.6,316,53929,2276,5636,2.5
West,Midwest,Central Iowa,50441,12.2,0.5,1,18.3,19.3,1079,45711,2212,5591,2.5
West,Midwest,Central Iowa,50501,19,1.4,5.6,5.6,11.2,3195,44557,11462,28527,2.5
West,Midwest,Central Iowa,50536,17.4,0.9,1.4,2.9,4.3,188,48203,1833,4375,2.4
West,Midwest,Central Iowa,50588,20.5,13.6,4.1,34.5,38.6,5086,51239,4510,13176,2.9
West,Midwest,Central Iowa,50595,15.9,3.2,1,7.7,8.7,772,48945,3719,8875,2.4
West,Midwest,East Iowa,50613,42.8,3.3,2.1,2.1,4.2,1779,60560,16180,42363,2.6
West,Midwest,East Iowa,50662,12.7,1,1.1,3.6,4.7,333,40547,3003,7076,2.4
West,Midwest,East Iowa,50702,18,1.7,8.4,6.2,14.6,3045,44990,8876,20855,2.3
West,Midwest,East Iowa,50703,8.7,0.6,33.1,9.1,42.2,8546,36114,7898,20252,2.6
West,Midwest,Central Iowa,50849,15.1,0.5,0.3,2.6,2.9,75,47611,1111,2593,2.3
West,Midwest,Central Iowa,51012,17.2,0.7,1.5,4.9,6.4,410,46698,2742,6400,2.3
West,Midwest,West Iowa / Nebraska,51031,18.7,0.8,0.8,6.8,7.6,954,60574,5032,12550,2.5
West,Midwest,West Iowa / Nebraska,51040,15.4,0.5,0.5,2,2.5,93,39033,1662,3711,2.2
West,Midwest,West Iowa / Nebraska,51103,9.4,3.6,5.9,28.1,34,6118,41430,6033,17993,3
West,Midwest,West Iowa / Nebraska,51104,31,3.7,3.7,16.8,20.5,4361,55268,8270,21271,2.6
West,Midwest,West Iowa / Nebraska,51106,24.5,1.3,1.3,8.6,9.9,2642,52069,10534,26691,2.5
West,Midwest,West Iowa / Nebraska,51108,21.8,1.5,0.9,7.8,8.7,529,53808,2424,6076,2.5
West,Midwest,Central Iowa,51201,20.3,1.8,0.8,6.8,7.6,460,57540,2556,6058,2.4
West,Midwest,West Iowa / Nebraska,51250,28.4,1.6,0.7,13.4,14.1,1180,70095,2669,8366,3.1
West,Midwest,Central Iowa,51301,18.9,0.8,1,4.1,5.1,645,49432,5597,12652,2.3
West,Midwest,Central Iowa,51334,17.5,0.6,1.1,12.7,13.8,1020,45038,3024,7388,2.4
West,Midwest,Central Iowa,51360,28.7,0.8,0.5,1.8,2.3,190,63567,3815,8262,2.2
West,Midwest,Central Iowa,51401,19.7,0.6,1.1,3.1,4.2,516,53333,5078,12279,2.4
West,Midwest,West Iowa / Nebraska,51501,10.9,1,2.3,12.5,14.8,5248,42187,13840,35460,2.6
West,Midwest,West Iowa / Nebraska,51534,23.5,0.6,0.9,3.2,4.1,363,61057,3108,8857,2.8
West,Midwest,Central Iowa,51537,20,0.6,1.4,3.6,5,325,54218,2744,6506,2.4
West,Midwest,East Iowa,52001,23.4,1.2,5.8,3.2,9,4004,45756,18114,44486,2.5
West,Midwest,East Iowa,52002,34.6,3.1,1.4,1.7,3.1,494,70961,6112,15923,2.6
West,Midwest,East Iowa,52040,21.4,0.2,0.9,1.5,2.4,134,56118,2245,5579,2.5
West,Midwest,East Iowa,52240,40.5,4.5,7.9,8.4,16.3,5782,47145,15107,35471,2.3
West,Midwest,East Iowa,52241,47,8.6,9.9,6.2,16.1,3443,61565,8907,21382,2.4
West,Midwest,East Iowa,52302,34.2,2.1,2.2,2.3,4.5,1801,73584,16158,40026,2.5
West,Midwest,East Iowa,52402,35.8,4.6,5,4.2,9.2,3782,66079,17110,41107,2.4
West,Midwest,East Iowa,52403,34.6,1,10.1,4,14.1,3465,66176,10458,24575,2.3
West,Midwest,East Iowa,52404,18.9,2.1,6.4,4.4,10.8,4374,49274,17423,40503,2.3
West,Midwest,East Iowa,52501,16.3,1,2.7,11.9,14.6,4402,43692,12236,30153,2.5
West,Midwest,East Iowa,52577,21.7,1.5,2,2.6,4.6,712,44586,6187,15475,2.5
West,Midwest,East Iowa,52601,17.6,0.8,7.4,3.5,10.9,3242,46026,12581,29739,2.4
West,Midwest,East Iowa,52627,15.2,0.5,4.6,6.7,11.3,1434,49082,5157,12694,2.5
West,Midwest,East Iowa,52732,16.5,0.7,5.1,3.8,8.9,2457,43450,11613,27610,2.4
West,Midwest,East Iowa,52761,20.7,1.2,3.2,16.1,19.3,5995,56542,12150,31061,2.6
West,Midwest,East Iowa,52802,6.5,1.2,9.4,14.7,24.1,2785,35356,4274,11554,2.7
West,Midwest,East Iowa,52803,30.2,1.9,13.5,9.2,22.7,5409,42788,9472,23826,2.5
West,Midwest,East Iowa,52804,19.8,3.3,8.6,8.6,17.2,4540,47799,10670,26393,2.5
West,Midwest,East Iowa,52806,24.3,3.2,12.4,6.8,19.2,5686,52426,12064,29613,2.5
West,Midwest,Milwaukee,53005,47.6,6.9,1.3,2.7,4,787,90813,7622,19680,2.6
West,Midwest,Milwaukee,53024,36.9,2,0.8,2.8,3.6,623,78477,7111,17302,2.4
West,Midwest,Milwaukee,53050,17.7,0.6,0.2,2.9,3.1,227,61537,2954,7324,2.5
West,Midwest,Milwaukee,53051,37.7,4.5,3.8,2.2,6,2193,74311,14946,36545,2.4
West,Midwest,Milwaukee,53072,41.7,3.7,1.1,2.8,3.9,1000,84545,10812,25652,2.4
West,Midwest,North Wisconsin,53081,18.2,10,2.5,11.8,14.3,6210,47854,17790,43426,2.4
West,Midwest,North Wisconsin,53083,25.2,6.5,1.1,4.7,5.8,1188,66236,8228,20484,2.5
West,Midwest,Milwaukee,53089,31.6,1.9,0.8,2.1,2.9,553,84110,7230,19078,2.6
West,Midwest,Milwaukee,53094,19,1.1,1.1,7.6,8.7,1678,53475,7203,19283,2.7
West,Midwest,Milwaukee,53095,26.8,0.8,0.9,3.4,4.3,1176,65824,11082,27358,2.5
West,Midwest,Milwaukee,53110,20,1.6,2.8,11.4,14.2,2634,48424,8205,18546,2.3
West,Midwest,Milwaukee,53115,19.4,1,1.5,22.9,24.4,3766,51391,6072,15435,2.5
West,Midwest,Milwaukee,53121,24.7,0.7,1.1,8.8,9.9,1856,61031,7127,18748,2.6
West,Midwest,Milwaukee,53129,37.4,3.8,1.3,5.5,6.8,953,64516,6067,14018,2.3
West,Midwest,Milwaukee,53140,17.9,0.9,12.5,19.5,32,9809,37324,12007,30652,2.6
West,Midwest,Milwaukee,53142,26.5,3.4,5.4,11.2,16.6,5531,66841,12620,33322,2.6
West,Midwest,Milwaukee,53143,18.2,0.7,12.5,19.8,32.3,7760,49407,9031,24026,2.7
West,Midwest,Milwaukee,53144,23,2,10.8,18.1,28.9,7735,56371,9689,26764,2.8
West,Midwest,Milwaukee,53147,29.8,1.5,1,14.6,15.6,2580,56774,6938,16538,2.4
West,Midwest,Milwaukee,53154,28.1,5.9,3.1,9.1,12.2,4220,65233,14117,34589,2.5
West,Midwest,Milwaukee,53186,33.5,4.7,2.3,14.9,17.2,5912,57384,14133,34370,2.4
West,Midwest,Milwaukee,53188,32.8,3.7,2.5,10.9,13.4,4820,67898,14329,35968,2.5
West,Midwest,Milwaukee,53189,38.5,3.2,1.9,8.3,10.2,2751,86062,9914,26972,2.7
West,Midwest,Milwaukee,53203,58.7,6,16,6.3,22.3,250,62732,777,1121,1.4
West,Midwest,Milwaukee,53204,7.3,2.4,11.1,74,85.1,37081,26362,13242,43574,3.3
West,Midwest,Milwaukee,53205,11.1,6.9,80.6,5,85.6,8753,20383,3657,10226,2.8
West,Midwest,Milwaukee,53206,7.2,0.5,94.3,2.3,96.6,27716,23913,9690,28692,3
West,Midwest,Milwaukee,53207,31.2,1.8,2.9,18,20.9,7551,52465,16455,36127,2.2
West,Midwest,Milwaukee,53208,23,11.2,50,7.9,57.9,18228,32675,12398,31482,2.5
West,Midwest,Milwaukee,53209,20.7,1.5,69.6,3.5,73.1,34624,36290,19126,47365,2.5
West,Midwest,Milwaukee,53210,19.9,2.1,72.8,4.5,77.3,21571,34377,9858,27905,2.8
West,Midwest,Milwaukee,53212,27.4,1.2,54.3,10.7,65,20053,31368,13018,30850,2.4
West,Midwest,Milwaukee,53214,18.4,2.3,5.8,15.7,21.5,7772,45461,16257,36148,2.2
West,Midwest,Milwaukee,53215,10.7,3.1,6.6,67.7,74.3,45186,35848,19199,60815,3.2
West,Midwest,Milwaukee,53216,15.7,1.7,81.3,3.5,84.8,27609,35455,12780,32558,2.5
West,Midwest,Milwaukee,53218,11.1,11.3,68.9,4,72.9,30286,35395,14490,41545,2.9
West,Midwest,Milwaukee,53219,22.2,2,3.6,15.9,19.5,6760,49371,15625,34666,2.2
West,Midwest,Milwaukee,53220,21.7,3.8,3,13.1,16.1,4200,50931,11716,26085,2.2
West,Midwest,Milwaukee,53221,21.2,6.5,3.8,22.6,26.4,10012,50301,15919,37926,2.4
West,Midwest,Milwaukee,53222,35.5,3.8,23,4.6,27.6,6863,52174,10878,24866,2.3
West,Midwest,Milwaukee,53223,28.3,7.2,49,3.9,52.9,15905,46923,12597,30067,2.4
West,Midwest,Milwaukee,53224,24.3,5.6,56.3,8.4,64.7,13900,45054,7842,21484,2.7
West,Midwest,Milwaukee,53225,19.4,5.8,51.9,4.7,56.6,14335,42448,9585,25326,2.6
West,Midwest,Milwaukee,53226,50.8,3.7,3.9,3.9,7.8,1424,69801,8117,18251,2.2
West,Midwest,Milwaukee,53227,20.2,3.9,3.6,8.2,11.8,2774,46442,11063,23508,2.1
West,Midwest,Milwaukee,53235,25.3,2.7,2.9,11.6,14.5,1402,45852,4599,9669,2.1
West,Midwest,Milwaukee,53402,29.5,1.7,9.3,11.9,21.2,7044,60733,13187,33225,2.5
West,Midwest,Milwaukee,53403,18.8,1.1,25.8,25,50.8,14285,43337,10681,28121,2.6
West,Midwest,Milwaukee,53404,14.3,0.6,27,33.1,60.1,9379,35915,5421,15606,2.9
West,Midwest,Milwaukee,53405,20.4,1,13.1,15.5,28.6,7009,52226,9819,24506,2.5
West,Midwest,Milwaukee,53406,26.3,2.6,11.9,9.4,21.3,5437,60461,10839,25528,2.4
West,Midwest,Milwaukee,53511,15.6,1.3,12.4,16.3,28.7,14134,46295,18668,49246,2.6
West,Midwest,Milwaukee,53538,23.2,0.9,0.5,7.5,8,1485,57841,7420,18559,2.5
West,Midwest,Milwaukee,53545,22.2,1.2,2.6,5.2,7.8,1799,54499,9545,23067,2.4
West,Midwest,Milwaukee,53546,23.5,1.7,2.1,5.9,8,2474,62303,12352,30922,2.5
West,Midwest,Milwaukee,53590,38.8,4.3,5.4,4.3,9.7,3992,74802,16078,41157,2.6
West,Midwest,Milwaukee,53704,38.9,6.3,10.5,8.7,19.2,8902,55670,21320,46366,2.2
West,Midwest,Milwaukee,53711,53.9,5.8,8.5,10.1,18.6,9092,73777,20081,48882,2.4
West,Midwest,Milwaukee,53713,33.4,8.6,18.4,29.3,47.7,11442,41319,10143,23987,2.4
West,Midwest,Milwaukee,53715,57,11.7,3.4,4.3,7.7,1055,29501,5123,13696,2.7
West,Midwest,Milwaukee,53717,63.7,15.6,4.7,4.3,9,1163,79833,6216,12918,2.1
West,Midwest,Milwaukee,53719,55,11.9,6.7,8.8,15.5,4911,68669,14279,31687,2.2
West,Midwest,Milwaukee,53916,17.7,1.1,0.8,8.4,9.2,2093,51066,9304,22746,2.4
West,Midwest,Milwaukee,53925,20.7,0.7,0.8,3.9,4.7,358,60436,3169,7609,2.4
West,Midwest,Minnesota,54011,17.9,0.4,0.3,1.5,1.8,121,71387,2632,6721,2.6
West,Midwest,Minnesota,54022,38.2,1.5,0.9,2.2,3.1,706,72190,8175,22773,2.8
West,Midwest,North Wisconsin,54115,33.5,2.2,1,2.3,3.3,1483,71201,17349,44932,2.6
West,Midwest,North Wisconsin,54136,21.7,2.4,1.1,2.5,3.6,242,52980,2862,6712,2.3
West,Midwest,North Wisconsin,54143,15.9,0.6,0.6,1.5,2.1,323,47313,6647,15375,2.3
West,Midwest,North Wisconsin,54153,13.8,0.6,0.7,2.6,3.3,233,54427,2891,7069,2.4
West,Midwest,North Wisconsin,54165,19.3,0.1,0.5,2.4,2.9,230,62669,3021,7919,2.6
West,Midwest,North Wisconsin,54166,18.1,0.4,0.6,3,3.6,600,45854,7058,16658,2.4
West,Midwest,North Wisconsin,54220,20.3,4.4,1.2,5.2,6.4,2550,46019,16904,39836,2.4
West,Midwest,North Wisconsin,54234,42.2,0.2,0.4,3.2,3.6,72,52367,1031,2009,1.9
West,Midwest,North Wisconsin,54241,16.8,2.2,0.7,2,2.7,395,48689,6256,14647,2.3
West,Midwest,North Wisconsin,54301,30.1,2.9,6.7,9.8,16.5,3981,53376,9741,24130,2.5
West,Midwest,North Wisconsin,54302,17.9,5.4,4.5,33.7,38.2,11549,39933,12207,30232,2.5
West,Midwest,North Wisconsin,54303,17.8,5.7,6.2,9.1,15.3,4226,38815,12161,27622,2.3
West,Midwest,North Wisconsin,54304,21.2,4.1,2.5,5.6,8.1,2283,51024,12542,28188,2.2
West,Midwest,North Wisconsin,54311,27.2,4.6,1.7,8.5,10.2,3858,65223,14347,37821,2.6
West,Midwest,North Wisconsin,54313,30.4,1.6,0.7,2.1,2.8,1079,77918,14367,38526,2.7
West,Midwest,North Wisconsin,54401,22.4,11.3,1,2.9,3.9,1200,51494,12834,30770,2.4
West,Midwest,North Wisconsin,54449,23.6,2.2,0.9,2.7,3.6,953,55411,11459,26486,2.3
West,Midwest,North Wisconsin,54467,28.8,3.8,0.7,4.3,5,679,65488,5525,13582,2.5
West,Midwest,North Wisconsin,54474,29.1,4.1,0.6,1.3,1.9,76,63309,1735,4017,2.3
West,Midwest,North Wisconsin,54476,22.3,8.8,1.1,2.4,3.5,662,56504,7496,18910,2.5
West,Midwest,North Wisconsin,54481,30.8,4.5,1.3,2.9,4.2,1239,42853,11645,29501,2.5
West,Midwest,North Wisconsin,54487,15.9,0.5,0.3,1.1,1.4,131,51518,4048,9390,2.3
West,Midwest,North Wisconsin,54494,18.6,2.6,0.7,2.6,3.3,891,56452,11486,26988,2.3
West,Midwest,North Wisconsin,54501,20.2,0.7,0.6,1.5,2.1,422,49818,8481,20078,2.4
West,Midwest,Minnesota,54601,32.7,3.8,1.9,1.9,3.8,1933,44831,20608,50862,2.5
West,Midwest,Minnesota,54603,17.7,7.1,2.4,2.7,5.1,741,40074,6589,14536,2.2
West,Midwest,Minnesota,54650,33.5,5.7,1.1,1.9,3,713,64430,9697,23779,2.5
West,Midwest,Minnesota,54701,37.9,3.8,1.2,3,4.2,1694,53087,16067,40338,2.5
West,Midwest,Minnesota,54729,22,1.5,0.9,1.7,2.6,835,57125,13012,32122,2.5
West,Midwest,Minnesota,54751,29.8,4.1,1,1.8,2.8,726,52920,9583,25925,2.7
West,Midwest,Minnesota,54768,10,0.4,7.2,2.6,9.8,607,43815,1778,6196,3.5
West,Midwest,Minnesota,54868,18,0.9,0.4,3.2,3.6,547,47939,6573,15184,2.3
West,Midwest,Minnesota,54880,21.5,1.2,1.4,1.7,3.1,947,44863,13010,30546,2.3
West,Midwest,North Wisconsin,54901,22.4,4.2,5.2,2.9,8.1,3161,44980,14031,39019,2.8
West,Midwest,North Wisconsin,54902,20.7,2.7,1.4,3.2,4.6,1033,51751,10110,22459,2.2
West,Midwest,North Wisconsin,54911,28.5,7,2.9,4.3,7.2,1898,50638,10725,26360,2.5
West,Midwest,North Wisconsin,54913,38.5,5.2,0.6,1.7,2.3,467,85435,7872,20310,2.6
West,Midwest,North Wisconsin,54914,28.3,5.8,2.6,8.4,11,3428,56697,13413,31162,2.3
West,Midwest,North Wisconsin,54915,30.6,5.2,1.6,6.4,8,3437,67516,16398,42960,2.6
West,Midwest,North Wisconsin,54935,20.1,2.2,3.1,7.6,10.7,4582,47191,17770,42820,2.4
West,Midwest,North Wisconsin,54952,21.5,2.6,1.4,8.3,9.7,2579,57184,11146,26583,2.4
West,Midwest,North Wisconsin,54956,29.3,1.9,1.1,3.9,5,2211,66284,18209,44227,2.4
West,Midwest,North Wisconsin,54961,17.9,0.8,0.3,6.4,6.7,956,61320,5722,14271,2.5
West,Midwest,North Wisconsin,54986,20.8,0.3,0.2,0.9,1.1,54,65950,2166,4931,2.3
West,Midwest,Minnesota,55008,20.5,1.3,0.8,1.8,2.6,399,66096,5791,15354,2.7
West,Midwest,Minnesota,55021,18.8,2,8.2,10.6,18.8,5690,55392,11047,30267,2.7
West,Midwest,Minnesota,55024,33.4,4.6,2.8,4.1,6.9,2519,85300,12285,36501,3
West,Midwest,Minnesota,55025,26.4,2,1.1,2.5,3.6,876,75500,9179,24327,2.7
West,Midwest,Minnesota,55033,27.2,1.1,1.6,2.6,4.2,1292,72856,11891,30752,2.6
West,Midwest,Minnesota,55051,14.8,0.5,0.7,1.8,2.5,245,49716,3876,9806,2.5
West,Midwest,Minnesota,55056,15.2,1.1,0.6,2.2,2.8,391,77136,4941,13950,2.8
West,Midwest,Minnesota,55060,25.2,1.1,3.1,8.6,11.7,3397,58137,11404,29035,2.5
West,Midwest,Minnesota,55075,20.4,1.3,4.9,13.5,18.4,3774,57477,8390,20512,2.4
West,Midwest,Minnesota,55101,47.1,8.4,15.8,4.6,20.4,1292,43796,4056,6332,1.6
