Area,Region,Market,Zip, pct College Degree or more,pct Asian, pct AA, pct Hispanic,pct Hispanic & AA, Hispanic & AA Pops, $ Median HH Income, Total Households, Total Pops, Avg HH Size
West,Midwest,Minnesota,55102,40.9,4.1,14.7,6,20.7,4138,47548,10104,19992,2
West,Midwest,Minnesota,55103,18.2,29.3,29.4,8.8,38.2,4956,33215,4424,12975,2.9
West,Midwest,Minnesota,55104,37.5,10.2,21.4,5.7,27.1,13213,50294,18469,48757,2.6
West,Midwest,Minnesota,55106,18.6,31,16.1,14.6,30.7,17650,42932,18529,57493,3.1
West,Midwest,Minnesota,55107,22.8,9.4,13.8,30.8,44.6,7284,44377,5672,16332,2.9
West,Midwest,Minnesota,55109,28.5,12.8,7.8,4.9,12.7,4011,61421,12512,31583,2.5
West,Midwest,Minnesota,55110,36.2,4.3,2.3,3.1,5.4,2219,72098,16429,41090,2.5
West,Midwest,Minnesota,55113,43.3,9.3,6.7,4.5,11.2,4482,62799,17539,40022,2.3
West,Midwest,Minnesota,55117,25.8,23.9,16.4,9.2,25.6,11665,46748,17193,45565,2.7
West,Midwest,Minnesota,55118,34.5,2,5.5,16.6,22.1,6262,63796,12139,28335,2.3
West,Midwest,Minnesota,55119,26.5,16,15.3,9.6,24.9,10420,57193,15974,41846,2.6
West,Midwest,Minnesota,55122,44.2,9.7,8.7,5.6,14.3,4494,78629,12963,31424,2.4
West,Midwest,Minnesota,55124,42.2,6,7.2,5.6,12.8,6651,82506,20086,51963,2.6
West,Midwest,Minnesota,55125,51,9.7,6.9,4.8,11.7,5172,96901,16532,44205,2.7
West,Midwest,Minnesota,55128,28,9.1,7.1,5.6,12.7,3770,68515,11796,29682,2.5
West,Midwest,Minnesota,55130,14.9,38.8,23,13.9,36.9,7080,33665,5598,19186,3.4
West,Midwest,Minnesota,55303,24.1,2.2,4.4,3.3,7.7,3785,72557,17977,49161,2.7
West,Midwest,Minnesota,55306,36.9,5.6,9.4,9.1,18.5,3065,75313,6671,16568,2.5
West,Midwest,Minnesota,55321,17.8,0.4,0.3,3.2,3.5,194,62359,1813,5541,3.1
West,Midwest,Minnesota,55330,28.5,1.5,1.9,3.1,5,1968,84728,13957,39365,2.8
West,Midwest,Minnesota,55337,36.1,5.5,14.3,9.3,23.6,10736,67403,18383,45492,2.5
West,Midwest,Minnesota,55343,43.9,8.1,12.4,6.7,19.1,4891,57074,12333,25605,2.1
West,Midwest,Minnesota,55350,22.3,0.9,0.9,3.6,4.5,801,64300,7314,17789,2.4
West,Midwest,Minnesota,55362,24.4,1.2,1.5,5,6.5,1259,79485,7066,19370,2.7
West,Midwest,Minnesota,55369,39.1,4.5,4.9,3.5,8.4,3034,82594,14372,36115,2.5
West,Midwest,Minnesota,55371,17,0.5,0.4,1.7,2.1,341,63269,5929,16250,2.7
West,Midwest,Minnesota,55378,42.2,9.1,5.8,3.6,9.4,2741,103393,9863,29158,3
West,Midwest,Minnesota,55379,35.5,10.4,5.7,9.9,15.6,7136,88514,15610,45741,2.9
West,Midwest,Minnesota,55402,54.2,21.7,15.2,2.6,17.8,75,53046,336,420,1.3
West,Midwest,Minnesota,55403,54.3,6.8,12.8,4.6,17.4,2938,39571,11459,16887,1.5
West,Midwest,Minnesota,55404,28.8,3.7,35.6,15.7,51.3,14901,25077,12629,29047,2.3
West,Midwest,Minnesota,55405,52.3,7.4,16.8,5.7,22.5,3622,50980,7503,16098,2.1
West,Midwest,Minnesota,55406,46.6,2.7,11.8,8.2,20,6840,59272,15738,34198,2.2
West,Midwest,Minnesota,55407,36.5,3,18.9,28.8,47.7,18414,51093,13958,38604,2.8
West,Midwest,Minnesota,55408,43,4,17.1,20.7,37.8,12810,42765,16064,33888,2.1
West,Midwest,Minnesota,55409,47,3,15.7,15.3,31,4018,67711,5268,12960,2.5
West,Midwest,Minnesota,55411,17.6,16.5,53.8,8.5,62.3,18433,30279,8908,29587,3.3
West,Midwest,Minnesota,55412,26.5,10.6,36.7,6.9,43.6,10209,45513,8483,23416,2.8
West,Midwest,Minnesota,55414,58.1,16,7.8,3.3,11.1,3136,31668,11738,28255,2.4
West,Midwest,Minnesota,55418,37,3.6,11.2,9.8,21,6810,56483,14031,32427,2.3
West,Midwest,Minnesota,55420,25.6,8.7,11.8,11.6,23.4,5391,53741,9584,23038,2.4
West,Midwest,Minnesota,55421,24.9,5.5,15.7,12.9,28.6,8002,47681,11846,27978,2.4
West,Midwest,Minnesota,55422,39.8,3.5,11.9,4.2,16.1,4642,65580,12413,28831,2.3
West,Midwest,Minnesota,55423,33.3,7,10.1,19.3,29.4,10892,57756,15495,37048,2.4
West,Midwest,Minnesota,55425,23.6,7.6,15.8,16.1,31.9,2924,50786,3885,9166,2.4
West,Midwest,Minnesota,55426,44.1,5.1,10.2,4.7,14.9,3887,60906,12038,26090,2.2
West,Midwest,Minnesota,55427,40.6,4.3,11.5,4,15.5,3740,70973,10275,24128,2.3
West,Midwest,Minnesota,55428,23,6.8,21.5,9.3,30.8,9640,47486,12331,31299,2.5
West,Midwest,Minnesota,55429,18.7,14.4,28.3,11.3,39.6,10770,49241,9913,27198,2.7
West,Midwest,Minnesota,55430,18.5,13.8,29.5,10.3,39.8,9047,48115,8090,22732,2.8
West,Midwest,Minnesota,55432,27,5.6,11.4,8.1,19.5,6003,56524,12674,30785,2.4
West,Midwest,Minnesota,55433,22,3.7,7.6,4.2,11.8,4074,60398,13674,34528,2.5
West,Midwest,Minnesota,55434,20.9,7,5.2,4,9.2,2745,67228,11390,29841,2.6
West,Midwest,Minnesota,55443,35,19,24.4,4.3,28.7,10221,74288,11868,35614,3
West,Midwest,Minnesota,55444,28.8,21.9,19,4.4,23.4,3928,73104,5457,16786,3.1
West,Midwest,Minnesota,55445,26.2,22.8,21.2,3.9,25.1,2869,71405,3874,11429,3
West,Midwest,Minnesota,55448,25.9,4,6.6,3.2,9.8,2819,73280,10640,28764,2.7
West,Midwest,Minnesota,55616,17.7,0.4,0.4,1.6,2,146,53266,3210,7297,2.3
West,Midwest,Minnesota,55720,20.7,0.6,0.5,2,2.5,412,50275,6665,16492,2.5
West,Midwest,Minnesota,55731,29.3,0.6,0.9,1.2,2.1,121,45422,2900,5752,2
West,Midwest,Minnesota,55744,25.3,0.5,0.6,1.6,2.2,451,52817,8545,20489,2.4
West,Midwest,Minnesota,55767,14.3,0.7,10.2,3.4,13.6,612,46011,1352,4502,3.3
West,Midwest,Minnesota,55802,32.3,3,4.7,1.7,6.4,150,26275,1342,2340,1.7
West,Midwest,Minnesota,55807,17.5,1,1.6,2,3.6,352,42953,4277,9765,2.3
West,Midwest,Minnesota,55811,31.8,2,2.1,2.4,4.5,1223,60218,10239,27171,2.7
West,Midwest,Minnesota,55901,41.5,9,6.9,4.4,11.3,6172,74153,22180,54623,2.5
West,Midwest,Minnesota,55902,44,7,2.4,4,6.4,1550,94867,10071,24224,2.4
West,Midwest,Minnesota,55904,23.2,4.7,10.9,9.8,20.7,5591,58600,10795,27012,2.5
West,Midwest,Minnesota,55906,40.4,6.3,5.5,4.6,10.1,2006,76041,7961,19859,2.5
West,Midwest,Minnesota,55912,18.4,3.4,4.7,14.7,19.4,5521,46220,11728,28458,2.4
West,Midwest,Minnesota,55944,24,0.4,0.7,4.3,5,360,72894,2687,7198,2.7
West,Midwest,Minnesota,55987,28.9,3.2,2.1,2,4.1,1451,46516,13688,35402,2.6
West,Midwest,Minnesota,56001,31.8,3.1,4.5,3.6,8.1,3955,46714,18863,48824,2.6
West,Midwest,Minnesota,56003,37.5,1.8,2.5,3.2,5.7,835,66819,6109,14648,2.4
West,Midwest,Minnesota,56007,16.4,1.9,1.7,13,14.7,3076,44497,8978,20926,2.3
West,Midwest,Minnesota,56031,18.5,0.9,0.7,5.8,6.5,793,51533,5343,12195,2.3
West,Midwest,Minnesota,56058,22.3,0.7,1.3,10.2,11.5,673,63061,2359,5852,2.5
West,Midwest,Minnesota,56073,21.7,0.6,0.5,1.9,2.4,393,54249,6880,16369,2.4
West,Midwest,Minnesota,56081,16.5,0.7,0.6,25.7,26.3,1681,46931,2581,6392,2.5
West,Midwest,Minnesota,56082,30.3,1.6,3.3,6.2,9.5,1323,56923,4452,13925,3.1
West,Midwest,Dakotas,56187,17.2,9.8,6.3,41.2,47.5,6810,49457,5021,14337,2.9
West,Midwest,Minnesota,56201,21.5,0.8,6.7,19.7,26.4,6189,51332,9116,23445,2.6
West,Midwest,Dakotas,56258,31.3,3.7,4,7.8,11.8,1815,53803,6042,15385,2.5
West,Midwest,Minnesota,56301,30.7,3.9,8.3,3.4,11.7,4033,52975,11959,34472,2.9
West,Midwest,Dakotas,56308,24.2,0.6,0.7,1.9,2.6,656,53304,10938,25214,2.3
West,Midwest,Minnesota,56345,16.2,0.8,0.8,1.6,2.4,361,47877,6153,15038,2.4
West,Midwest,Minnesota,56352,13.3,0.4,0.8,15.4,16.2,1047,53647,2352,6466,2.7
West,Midwest,Minnesota,56401,20,0.4,0.8,1.8,2.6,780,49020,12188,29990,2.5
West,Midwest,Dakotas,56501,22.9,0.8,0.7,2,2.7,450,53047,7233,16670,2.3
West,Midwest,Dakotas,56557,12.2,0.2,0.6,3.8,4.4,131,39505,1127,2982,2.6
West,Midwest,Dakotas,56560,33.8,1.4,2.3,5.1,7.4,3080,54341,16582,41620,2.5
West,Midwest,Dakotas,56601,29.8,0.9,1.1,2.3,3.4,1136,48829,12996,33404,2.6
West,Midwest,Dakotas,56716,22.9,2.2,2.4,10.9,13.3,1239,45056,3566,9313,2.6
West,Midwest,Dakotas,56751,20,0.7,0.4,1.3,1.7,95,55048,2267,5587,2.5
West,Midwest,Dakotas,57006,45.5,3.4,1.8,2,3.8,898,56506,9831,23633,2.4
West,Midwest,Dakotas,57022,26.2,0.3,0.5,1.8,2.3,128,66862,2067,5562,2.7
West,Midwest,Dakotas,57069,46.9,2.9,1.8,3.1,4.9,606,43393,4520,12366,2.7
West,Midwest,Dakotas,57078,29.2,0.9,2.3,4,6.3,1230,51546,7696,19528,2.5
West,Midwest,Dakotas,57104,17.8,2.4,10.2,8.6,18.8,5168,37530,11816,27490,2.3
West,Midwest,Dakotas,57105,36.7,1.2,3.4,3.4,6.8,1600,57950,10101,23530,2.3
West,Midwest,Dakotas,57106,32,2.3,2.6,4.2,6.8,3142,62657,19089,46199,2.4
West,Midwest,Dakotas,57110,35.6,2.6,4.5,4.2,8.7,1403,76246,5986,16126,2.7
West,Midwest,Dakotas,57201,24.1,1,0.7,2.2,2.9,753,56225,10992,25982,2.4
West,Midwest,Dakotas,57262,19.1,0.4,0.4,3.2,3.6,195,47378,1954,5416,2.8
West,Midwest,Dakotas,57301,23.6,0.7,1.1,2.8,3.9,736,52617,8190,18883,2.3
West,Midwest,Dakotas,57325,27.8,0.4,0.6,2.7,3.3,100,47360,1323,3033,2.3
West,Midwest,Dakotas,57350,20.3,9.1,1.7,11.4,13.1,1973,52565,6508,15064,2.3
West,Midwest,Dakotas,57401,25.8,2.6,2,3,5,1624,55986,14030,32475,2.3
West,Midwest,Dakotas,57501,30.4,0.7,0.9,3.2,4.1,694,63084,7159,16925,2.4
West,Midwest,Dakotas,57601,23.5,0.3,0.8,2.2,3,116,42645,1677,3854,2.3
West,Midwest,Dakotas,57701,22.7,1.4,1.6,5.8,7.4,3514,41839,19794,47492,2.4
West,Midwest,Dakotas,57717,17.3,0.4,0.6,4.3,4.9,400,46262,3333,8154,2.4
West,Midwest,Dakotas,57730,26.5,0.5,0.7,2.8,3.5,211,51641,2749,6026,2.2
West,Midwest,Dakotas,57783,35.7,1,0.9,3.1,4,605,50243,6849,15131,2.2
West,Midwest,Dakotas,57785,20,0.5,0.4,3.2,3.6,357,52215,4386,9903,2.3
West,Midwest,Dakotas,58072,29.5,1.8,2.2,2.3,4.5,365,48339,3534,8106,2.3
West,Midwest,Dakotas,58103,31.6,3.1,6.6,3.5,10.1,5063,42175,24347,50124,2.1
West,Midwest,Dakotas,58201,35.4,2.1,3.6,3.9,7.5,2939,55240,17650,39187,2.2
West,Midwest,Dakotas,58220,21.2,0.4,0.4,3.5,3.9,86,56854,977,2202,2.3
West,Midwest,Dakotas,58237,17.2,0.7,0.6,16.5,17.1,936,52873,2218,5472,2.5
West,Midwest,Dakotas,58367,23.1,0.7,0.3,3.5,3.8,67,46476,741,1751,2.4
West,Midwest,Dakotas,58401,24.6,0.9,1.4,2.5,3.9,674,55312,7549,17282,2.3
West,Midwest,Dakotas,58474,19.4,0.6,0.4,5.6,6,156,57703,1103,2605,2.4
West,Midwest,Dakotas,58504,27.3,0.6,1.9,2.3,4.2,1188,63599,11211,28292,2.5
West,Midwest,Dakotas,58523,19.8,0.3,0.5,4.3,4.8,192,70319,1787,3990,2.2
West,Midwest,Dakotas,58623,21.5,0.4,0.2,7.6,7.8,188,58522,1063,2414,2.3
West,Midwest,Dakotas,58701,24.3,1,3.3,4.5,7.8,2572,53371,14800,32973,2.2
West,Midwest,Dakotas,58763,21.6,0.2,0.5,9.3,9.8,473,36498,1649,4831,2.9
West,Midwest,Dakotas,58784,21.5,0.6,1.5,8.4,9.9,344,48592,1303,3478,2.7
West,Midwest,Dakotas,58852,16.1,1.6,0.6,2.7,3.3,105,49118,1455,3188,2.2
West,Midwest,Chicago,60002,29.8,2.9,2.3,7.6,9.9,2398,75868,9148,24226,2.6
West,Midwest,Chicago,60005,47,9.6,1.7,10.2,11.9,3565,72787,13180,29958,2.3
West,Midwest,Central Iowa,60007,34.8,12.2,1.4,10.9,12.3,4218,75184,13758,34295,2.5
West,Midwest,Chicago,60008,30.7,10.4,1.9,27.1,29,6695,64884,8644,23086,2.7
West,Midwest,Chicago,60013,40.6,2.4,0.8,8.8,9.6,2567,98055,9037,26735,3
West,Midwest,Chicago,60014,36.9,2.8,1.3,12.7,14,6684,83460,16885,47744,2.8
West,Midwest,Chicago,60016,33.6,22.5,2.9,14.2,17.1,10430,60519,24522,60997,2.5
West,Midwest,Chicago,60018,20.6,10.9,1.3,36.1,37.4,11420,60318,10320,30535,3
West,Midwest,Chicago,60025,52.7,15.6,1.3,8,9.3,3702,95055,15148,39809,2.6
West,Midwest,Chicago,60030,46.3,7.3,3.2,10.7,13.9,5052,87921,13843,36348,2.6
West,Midwest,Chicago,60031,45.3,13.1,8.2,13.8,22,8487,92838,14281,38578,2.7
West,Midwest,Chicago,60033,17,0.8,1,37.5,38.5,5319,59771,4766,13815,2.9
West,Midwest,Chicago,60040,29.4,2.4,2.6,56,58.6,2665,65722,1577,4548,2.9
West,Midwest,Chicago,60042,24.9,2.5,1,17.1,18.1,1518,70900,3088,8387,2.7
West,Midwest,Chicago,60050,25.8,1.6,1,13.8,14.8,4630,69069,11769,31287,2.7
West,Midwest,Chicago,60051,23.7,1.4,1,8.5,9.5,2438,74692,9586,25668,2.7
West,Midwest,Chicago,60056,38.3,14.3,2.1,16.5,18.6,10443,73539,21344,56143,2.6
West,Midwest,Chicago,60060,42.3,9.4,1.6,31.8,33.4,12618,87416,12827,37777,2.9
West,Midwest,Chicago,60061,56.8,23.7,2.2,11.8,14,3624,96202,9667,25883,2.7
West,Midwest,Chicago,60064,11.7,1.7,44.6,46.5,91.1,13572,39610,4588,14898,3.2
West,Midwest,Chicago,60070,35,11,1.7,30.6,32.3,5244,59337,6110,16236,2.7
West,Midwest,Chicago,60073,23.6,7.1,4.4,41.5,45.9,27781,65550,18331,60524,3.3
West,Midwest,Chicago,60074,39.4,10.5,3.2,31.5,34.7,13722,70281,14769,39545,2.7
West,Midwest,Chicago,60077,40.9,33.3,5,9.8,14.8,3959,61552,10459,26752,2.6
West,Midwest,Chicago,60084,33.4,6,1.3,19.1,20.4,3515,74126,6344,17228,2.7
West,Midwest,Chicago,60085,13.3,4.7,18.8,61.3,80.1,57211,41867,22231,71424,3.2
West,Midwest,Chicago,60087,16.9,4.2,16.3,45.7,62,17075,60806,9439,27541,2.9
West,Midwest,Chicago,60089,55.6,17.6,1.1,5.8,6.9,2913,97935,16540,42214,2.6
West,Midwest,Chicago,60090,36.1,14.7,1.9,34,35.9,13783,62615,14853,38393,2.6
West,Midwest,Chicago,60098,27.8,2.3,2.8,21.9,24.7,8089,66190,11991,32748,2.7
West,Midwest,Chicago,60099,15.1,3,26.9,28.9,55.8,17517,51324,10624,31392,3
West,Midwest,Chicago,60101,19.9,8,4.2,41.6,45.8,18113,62567,12924,39549,3.1
West,Midwest,Chicago,60104,14.3,0.7,71.1,21.5,92.6,17876,57900,6275,19305,3.1
West,Midwest,Chicago,60106,15.7,5.7,3.7,48.2,51.9,10733,57490,7157,20681,2.9
West,Midwest,Chicago,60107,28.8,17.1,3.6,32.2,35.8,14391,76171,13172,40199,3.1
West,Midwest,Chicago,60108,33.7,15,4.1,10.4,14.5,3372,78314,9234,23252,2.5
West,Midwest,Chicago,60110,19.2,6.9,6.8,50.7,57.5,22595,63383,11316,39295,3.5
West,Midwest,Chicago,60115,37.2,4.8,14.9,13.6,28.5,12972,40872,16534,45516,2.8
West,Midwest,Chicago,60118,35.8,5.8,1.9,10.1,12,1978,87700,6379,16487,2.6
West,Midwest,Chicago,60120,21.8,9,6.5,55.7,62.2,32435,60423,15979,52146,3.3
West,Midwest,Chicago,60123,22.3,4.3,8.2,39.9,48.1,23462,61182,16686,48777,2.9
West,Midwest,Chicago,60130,39.2,7.1,28.7,11,39.7,5718,52437,7291,14404,2
West,Midwest,Chicago,60131,15.3,3.6,1.2,47.2,48.4,8860,59649,6192,18305,3
West,Midwest,Chicago,60133,26.6,17.9,6.8,38.6,45.4,17534,73042,11202,38621,3.4
West,Midwest,Chicago,60137,53,7.4,3.3,8.3,11.6,4551,91494,14825,39231,2.6
West,Midwest,Chicago,60139,28.6,23.7,6.2,33.5,39.7,13764,66152,11512,34671,3
West,Midwest,Chicago,60148,41.1,11.2,5.3,11.1,16.4,8698,72463,21094,53036,2.5
West,Midwest,Chicago,60153,11.7,0.6,71,23,94,22856,47856,7518,24315,3.2
West,Midwest,Chicago,60155,19.8,1.3,71.3,9.3,80.6,6409,54304,3112,7951,2.6
West,Midwest,Chicago,60160,10.2,2.1,5.4,73.1,78.5,20229,43270,8132,25770,3.2
West,Midwest,Chicago,60162,18.5,4.2,37.6,29.9,67.5,5553,56107,2999,8226,2.7
West,Midwest,Chicago,60163,20.4,4.6,27.1,33.3,60.4,3235,60348,1865,5356,2.9
West,Midwest,Chicago,60164,11.3,3.7,2.8,58.7,61.5,13684,59100,6969,22250,3.2
West,Midwest,Chicago,60165,4.8,2.5,1.8,89.4,91.2,4571,47817,1235,5012,4.1
West,Midwest,Chicago,60173,54.3,39.2,4.6,9,13.6,1683,71016,5885,12375,2.1
West,Midwest,Chicago,60176,19.6,7.2,1.6,27.3,28.9,3426,51098,4400,11853,2.7
West,Midwest,Chicago,60181,33.3,9.3,6.6,19.9,26.5,7751,66501,11148,29248,2.6
West,Midwest,Chicago,60185,27.9,6.2,2.6,45.2,47.8,17886,81266,10887,37418,3.4
West,Midwest,Chicago,60187,55.9,4.7,4.5,5.4,9.9,2970,88924,9899,29995,3
West,Midwest,Chicago,60188,35.2,17,6.7,15.4,22.1,9669,77752,15643,43750,2.8
West,Midwest,Chicago,60194,42,23.6,4.6,13.6,18.2,3765,76068,8527,20685,2.4
West,Midwest,Chicago,60195,57.3,36.5,5,9.8,14.8,718,69650,2395,4849,2
West,Midwest,Chicago,60202,58.6,6.6,20.9,13,33.9,10849,73666,13900,32003,2.3
West,Midwest,Chicago,60302,61.4,5.5,20,6.9,26.9,8778,81452,14821,32632,2.2
West,Midwest,Chicago,60402,17.7,2.9,5.3,62.7,68,43544,53424,21640,64036,3
West,Midwest,Chicago,60403,19.3,3.3,13.2,21,34.2,5849,57287,7112,17102,2.4
West,Midwest,Chicago,60406,12.1,0.5,27.7,51.3,79,20176,42251,8695,25539,2.9
West,Midwest,Chicago,60409,15.1,0.3,66.9,17.3,84.2,30664,41974,13791,36418,2.6
West,Midwest,Chicago,60411,14.8,0.6,45.1,26.3,71.4,41678,43222,19162,58373,3
West,Midwest,Chicago,60415,16.1,2.1,6.3,14.6,20.9,2996,48950,5632,14333,2.5
West,Midwest,Chicago,60419,18.7,0.3,88.2,3.2,91.4,20751,52260,7833,22704,2.9
West,Midwest,Chicago,60425,24.6,0.3,60.6,8.5,69.1,6354,60220,3398,9195,2.7
West,Midwest,Chicago,60426,10.4,0.9,73.5,20.1,93.6,27797,30366,9524,29698,3.1
West,Midwest,Chicago,60428,13.7,0.8,76.7,8,84.7,10469,44590,3968,12360,3.1
West,Midwest,Chicago,60429,26.7,0.8,76,5.5,81.5,12584,55619,5572,15441,2.8
West,Midwest,Chicago,60430,41.5,1.7,34.2,6.4,40.6,8241,72691,7982,20297,2.5
West,Midwest,Chicago,60431,27.2,2.9,10.7,18.4,29.1,6858,80273,8121,23568,2.9
West,Midwest,Chicago,60432,8,0.2,21.3,59.6,80.9,17396,39196,6338,21503,3.4
West,Midwest,Chicago,60435,20.6,2.6,15.3,26.9,42.2,20637,53112,18267,48904,2.7
West,Midwest,Chicago,60436,12.5,1.1,25.9,30.6,56.5,10744,43055,6525,19016,2.9
West,Midwest,Chicago,60438,21.5,1,30,16.5,46.5,13546,53015,11380,29132,2.6
West,Midwest,Chicago,60440,28.2,10.4,22.2,31,53.2,28298,73973,16486,53191,3.2
West,Midwest,Chicago,60443,30.8,1.2,69.8,4.6,74.4,15635,66758,7733,21015,2.7
West,Midwest,Chicago,60445,18.2,1.4,9.3,17.2,26.5,6916,57634,10293,26099,2.5
West,Midwest,Chicago,60446,22.5,7.9,12.5,32.8,45.3,18391,66873,12311,40599,3.3
West,Midwest,Chicago,60447,28.9,1.6,4.5,14.1,18.6,2725,86736,4826,14650,3
West,Midwest,Chicago,60449,22.1,1.4,15.7,9.6,25.3,2450,72987,3530,9682,2.7
West,Midwest,Chicago,60450,20.8,0.7,0.8,9.5,10.3,2148,72295,8170,20853,2.6
West,Midwest,Chicago,60451,33.1,0.8,0.8,6.1,6.9,2462,91880,11753,35678,3
West,Midwest,Chicago,60452,22.6,4.6,4.1,15.7,19.8,5526,71917,10299,27907,2.7
West,Midwest,Chicago,60453,25,2.6,4.7,16.6,21.3,12265,59993,22850,57583,2.5
West,Midwest,Chicago,60455,13.9,3.6,2.6,18.3,20.9,3437,52554,5708,16447,2.9
West,Midwest,Chicago,60459,11.2,2.9,1.8,30.9,32.7,9574,59130,9498,29277,3.1
West,Midwest,Chicago,60465,24,3.2,5,8.4,13.4,2400,59010,7441,17912,2.4
West,Midwest,Chicago,60469,11,0.5,19.3,55.7,75,4493,54301,1780,5990,3.4
West,Midwest,Chicago,60471,28.5,1.2,76.2,4.4,80.6,11240,62117,5116,13946,2.7
West,Midwest,Chicago,60473,27.1,0.7,71.5,6.5,78,18119,63853,7892,23229,2.9
West,Midwest,Chicago,60477,28.2,3.8,5.7,8.3,14,5441,69874,15956,38862,2.4
West,Midwest,Chicago,60478,28.3,1.5,78.4,3.4,81.8,13942,61491,5867,17044,2.9
West,Midwest,Chicago,60482,14.9,2.3,2.3,12.8,15.1,1675,52268,4438,11092,2.5
West,Midwest,Chicago,60501,12.8,2.1,7.9,66,73.9,8538,48425,3472,11554,3.3
West,Midwest,Chicago,60502,54,18.4,9.4,13.6,23,5146,96640,8105,22376,2.8
West,Midwest,Chicago,60504,46.7,14.1,14.2,21,35.2,13692,81494,13985,38897,2.8
West,Midwest,Chicago,60505,9.2,0.8,8.3,74.5,82.8,64426,46719,21682,77809,3.6
West,Midwest,Chicago,60506,22.6,2.7,12.9,39.1,52,28618,59312,17981,55035,3.1
West,Midwest,Chicago,60516,46.2,9.2,4.8,7,11.8,3555,86617,11876,30128,2.5
West,Midwest,Chicago,60517,42.1,13.1,10.1,14.9,25,8150,77345,12478,32598,2.6
West,Midwest,Chicago,60525,42.3,1.9,3.3,12.2,15.5,4867,81195,12377,31399,2.5
West,Midwest,Chicago,60534,20.1,1.6,3.6,42.4,46,4957,55878,4092,10775,2.6
West,Midwest,Chicago,60538,24.4,2.2,7.4,25.7,33.1,9166,78407,9137,27691,3
West,Midwest,Chicago,60543,39.3,4.2,6.2,13.9,20.1,7723,106007,12552,38424,3.1
West,Midwest,Chicago,60545,20.6,1.6,7.6,30.4,38,5359,67459,4601,14102,3.1
West,Midwest,Chicago,60546,39.1,2.6,3.4,19,22.4,3581,70419,6487,15988,2.5
West,Midwest,Chicago,60559,41.7,13.6,9,11.9,20.9,5480,65779,11024,26218,2.4
West,Midwest,Chicago,60560,31.1,1.8,4.2,12.6,16.8,4115,97566,8518,24493,2.9
West,Midwest,Chicago,60563,53.6,18.4,7.7,9.6,17.3,6447,82696,15568,37266,2.4
West,Midwest,Chicago,60586,30.3,3.5,8,21.9,29.9,14133,95024,13526,47269,3.5
West,Midwest,Chicago,60601,70.1,24.7,5.7,7.7,13.4,1633,106270,7230,12186,1.7
West,Midwest,Chicago,60606,74.1,21.3,4.2,6.3,10.5,170,100010,1236,1616,1.3
West,Midwest,Chicago,60608,20.4,12.1,9.6,63.2,72.8,53924,36923,25575,74071,2.9
West,Midwest,Chicago,60609,9.8,4.3,27.5,55.1,82.6,53663,33163,20167,64967,3.2
West,Midwest,Chicago,60610,63.7,8.5,15.6,5.3,20.9,8103,74455,23885,38768,1.6
West,Midwest,Chicago,60612,31.8,5.8,57.4,14.5,71.9,24900,38286,13610,34632,2.5
West,Midwest,Chicago,60613,65.6,7.1,6.7,11.2,17.9,8812,72810,27948,49231,1.8
West,Midwest,Chicago,60615,50.8,8.3,58.8,4.5,63.3,26426,39426,20885,41748,2
West,Midwest,Chicago,60616,34.7,44.4,22.4,9.8,32.2,16025,45827,22144,49766,2.2
West,Midwest,Chicago,60617,15,0.3,54.6,38.3,92.9,78200,36916,29155,84176,2.9
West,Midwest,Chicago,60618,36.6,6.3,3.2,50,53.2,49650,62348,35833,93328,2.6
West,Midwest,Chicago,60619,22,0.1,96.7,1.3,98,62787,34681,26871,64068,2.4
West,Midwest,Chicago,60620,13,0.1,97.6,1,98.6,72029,34920,26451,73052,2.8
West,Midwest,Chicago,60621,6.6,0.1,97.3,1.2,98.5,35075,20287,12113,35609,2.9
West,Midwest,Chicago,60622,57,4.6,7.6,30.7,38.3,20348,70754,24465,53128,2.2
West,Midwest,Chicago,60623,7.4,0.2,36.2,60.2,96.4,98945,31500,25990,102640,3.9
West,Midwest,Chicago,60624,11,0.1,93.5,3.5,97,37069,23186,12804,38215,3
West,Midwest,Chicago,60625,39.4,16.6,4.1,38.1,42.2,34047,55494,29868,80680,2.7
West,Midwest,Chicago,60626,39.6,8.7,22.6,25.8,48.4,25590,40133,23673,52871,2.2
West,Midwest,Chicago,60628,15.4,0.1,94,3.6,97.6,70317,37883,24568,72046,2.9
West,Midwest,Chicago,60629,9.9,0.6,21.3,70,91.3,106174,43328,30994,116291,3.8
West,Midwest,Chicago,60630,29.9,12.2,1.3,28.3,29.6,16337,62059,21102,55192,2.6
West,Midwest,Chicago,60632,9.9,3.7,1.9,86.1,88,81102,42426,24378,92161,3.8
West,Midwest,Chicago,60633,12.6,0.6,21.8,43.3,65.1,8487,42307,4832,13037,2.7
West,Midwest,Chicago,60634,20.9,5.1,1.4,37.5,38.9,29404,61863,26333,75588,2.9
West,Midwest,Chicago,60636,6.5,0.1,95.2,3.3,98.5,38981,28762,11589,39575,3.4
West,Midwest,Chicago,60637,29.5,4.6,76.5,2.6,79.1,40056,27421,20192,50640,2.5
West,Midwest,Chicago,60638,17.2,1.1,3.8,43.2,47,26315,61252,20102,55990,2.8
West,Midwest,Chicago,60639,9.3,1.2,15,78.5,93.5,83612,42981,24883,89425,3.6
West,Midwest,Chicago,60640,48.3,14.4,15.6,16.6,32.2,22411,46102,36390,69600,1.9
